stance,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anger,social,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,bio,drives,affiliation,achieve,power,reward,focuspast,focuspresent,focusfuture,relativ,motion,space,time.1,work,informal,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
Neutral,35,99.0,71.61,26.0,25.77,11.67,28.57,65.71,51.43,8.57,5.71,2.86,0.0,0.0,2.86,2.86,11.43,22.86,8.57,2.86,0.0,0.0,14.29,2.86,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,0.0,5.71,0.0,2.86,0.0,2.86,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,5.71,5.71,0.0,14.29,0.0,8.57,5.71,0.0,0.0,20.0,5.71,2.86,2.86,0.0,2.86,2.86
Strong Agreement,9,92.84,98.62,1.0,25.77,9.0,33.33,77.78,44.44,11.11,11.11,0.0,0.0,0.0,0.0,0.0,11.11,11.11,11.11,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,22.22,11.11,0.0,11.11,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,11.11,0.0,22.22,0.0,0.0,11.11,0.0,0.0,11.11
Neutral,3,92.84,50.0,1.0,99.0,3.0,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0
Weak Agreement,10,24.86,50.0,3.37,25.77,5.0,10.0,70.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,10.0,0.0,0.0,0.0,20.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,50.0,40.0,0.0,0.0,0.0,10.0,0.0
Neutral,32,98.29,37.72,18.52,1.42,10.67,21.88,53.12,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,18.75,0.0,6.25,3.12,3.12,0.0,3.12,0.0,3.12,9.38,0.0,3.12,0.0,3.12,3.12,3.12,0.0,6.25,0.0,3.12,0.0,0.0,0.0,3.12,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,12.5,0.0,3.12,9.38,3.12,0.0,21.88,3.12,9.38,3.12,0.0,0.0,3.12
Strong Disagreement,13,82.0,77.92,1.0,25.77,6.5,15.38,69.23,53.85,15.38,7.69,0.0,0.0,0.0,7.69,7.69,15.38,7.69,0.0,7.69,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,15.38,0.0,0.0,0.0,0.0,0.0
Neutral,47,94.68,41.59,8.51,1.0,15.67,21.28,76.6,48.94,10.64,4.26,0.0,2.13,0.0,2.13,6.38,10.64,17.02,6.38,0.0,4.26,4.26,14.89,6.38,4.26,0.0,0.0,0.0,6.38,0.0,6.38,0.0,6.38,0.0,8.51,0.0,2.13,0.0,0.0,0.0,6.38,2.13,0.0,2.13,6.38,2.13,0.0,4.26,0.0,0.0,8.51,4.26,6.38,2.13,4.26,0.0,2.13,0.0,17.02,2.13,6.38,2.13,0.0,4.26,2.13
Neutral,8,37.39,89.42,1.0,25.77,8.0,0.0,75.0,50.0,12.5,12.5,0.0,0.0,0.0,12.5,0.0,0.0,12.5,12.5,12.5,0.0,0.0,25.0,0.0,12.5,12.5,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,25.0,0.0,12.5,0.0,0.0,12.5,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0
Neutral,21,86.96,68.29,37.24,99.0,21.0,14.29,90.48,52.38,14.29,9.52,4.76,0.0,0.0,4.76,4.76,9.52,14.29,9.52,0.0,4.76,0.0,19.05,9.52,4.76,0.0,0.0,0.0,9.52,9.52,0.0,0.0,14.29,0.0,9.52,0.0,4.76,4.76,4.76,0.0,4.76,0.0,0.0,4.76,9.52,9.52,0.0,0.0,0.0,9.52,4.76,0.0,14.29,0.0,9.52,4.76,0.0,0.0,4.76,4.76,0.0,0.0,0.0,0.0,0.0
Neutral,37,1.0,70.57,71.04,75.85,9.25,5.41,91.89,70.27,35.14,29.73,13.51,16.22,0.0,0.0,5.41,0.0,5.41,16.22,8.11,8.11,5.41,27.03,0.0,0.0,5.41,0.0,0.0,2.7,2.7,0.0,0.0,18.92,0.0,13.51,0.0,0.0,2.7,10.81,0.0,8.11,0.0,0.0,5.41,10.81,0.0,2.7,2.7,5.41,0.0,18.92,5.41,5.41,0.0,2.7,2.7,0.0,2.7,32.43,5.41,0.0,0.0,18.92,8.11,0.0
Neutral,48,43.14,99.0,1.79,65.25,16.0,25.0,72.92,52.08,25.0,14.58,0.0,0.0,0.0,4.17,10.42,6.25,8.33,2.08,6.25,4.17,0.0,10.42,0.0,0.0,2.08,0.0,0.0,2.08,2.08,0.0,0.0,20.83,0.0,12.5,0.0,4.17,0.0,6.25,0.0,2.08,2.08,0.0,0.0,16.67,10.42,4.17,2.08,0.0,6.25,4.17,0.0,6.25,2.08,0.0,4.17,2.08,0.0,16.67,12.5,4.17,0.0,0.0,0.0,0.0
Neutral,6,99.0,50.0,1.0,99.0,6.0,16.67,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0
Strong Agreement,8,92.84,99.0,99.0,25.77,8.0,0.0,100.0,50.0,12.5,12.5,0.0,0.0,0.0,12.5,0.0,0.0,25.0,12.5,0.0,0.0,0.0,37.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.5,37.5,12.5,0.0,12.5,0.0,0.0,25.0,12.5,0.0,0.0,0.0,12.5,0.0
Neutral,7,5.53,7.67,1.0,1.0,7.0,14.29,85.71,71.43,28.57,0.0,0.0,0.0,0.0,0.0,28.57,0.0,14.29,14.29,0.0,14.29,0.0,14.29,0.0,14.29,0.0,0.0,0.0,14.29,0.0,14.29,0.0,0.0,0.0,14.29,0.0,0.0,14.29,14.29,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14,57.14,0.0,0.0,0.0,0.0,0.0
Neutral,15,92.84,50.0,10.08,99.0,7.5,13.33,93.33,60.0,6.67,6.67,0.0,0.0,0.0,6.67,0.0,20.0,13.33,6.67,6.67,6.67,6.67,13.33,6.67,0.0,6.67,0.0,6.67,6.67,6.67,0.0,0.0,13.33,0.0,26.67,6.67,6.67,0.0,0.0,6.67,6.67,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,6.67,0.0,13.33,13.33,0.0,0.0,0.0,0.0,0.0
Neutral,10,1.0,99.0,1.0,99.0,5.0,10.0,100.0,80.0,30.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,30.0,10.0,10.0,0.0,40.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,30.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0
Weak Agreement,17,58.07,72.17,66.34,25.77,5.67,17.65,88.24,47.06,5.88,0.0,0.0,0.0,0.0,0.0,5.88,5.88,11.76,5.88,17.65,5.88,0.0,11.76,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,11.76,0.0,11.76,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,11.76,5.88,0.0,5.88,0.0,5.88,17.65,0.0,23.53,0.0,5.88,17.65,0.0,5.88,17.65,17.65,0.0,0.0,0.0,0.0,0.0
Neutral,2,92.84,50.0,1.0,99.0,2.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0
Neutral,33,31.44,38.08,70.57,1.59,11.0,12.12,78.79,60.61,15.15,6.06,0.0,0.0,0.0,6.06,9.09,6.06,12.12,15.15,6.06,6.06,3.03,27.27,0.0,0.0,0.0,0.0,0.0,3.03,0.0,3.03,0.0,6.06,0.0,15.15,0.0,0.0,0.0,12.12,0.0,6.06,0.0,0.0,0.0,6.06,0.0,3.03,0.0,0.0,0.0,21.21,3.03,18.18,6.06,6.06,6.06,0.0,0.0,12.12,6.06,0.0,3.03,0.0,3.03,0.0
Strong Agreement,23,80.03,95.89,9.25,99.0,5.75,13.04,78.26,43.48,17.39,13.04,4.35,8.7,0.0,0.0,4.35,8.7,8.7,4.35,0.0,4.35,0.0,17.39,4.35,0.0,0.0,0.0,0.0,17.39,13.04,4.35,0.0,13.04,0.0,4.35,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,4.35,8.7,4.35,4.35,0.0,0.0,0.0,8.7,0.0,8.7,0.0,8.7,0.0,0.0,4.35,30.43,4.35,4.35,4.35,4.35,0.0,13.04
Neutral,40,58.47,50.0,74.76,2.89,40.0,17.5,87.5,50.0,10.0,5.0,2.5,0.0,0.0,0.0,5.0,7.5,12.5,10.0,10.0,2.5,5.0,17.5,2.5,2.5,0.0,0.0,5.0,2.5,0.0,2.5,0.0,7.5,0.0,10.0,0.0,0.0,0.0,2.5,5.0,2.5,0.0,0.0,0.0,17.5,7.5,2.5,5.0,2.5,12.5,5.0,0.0,20.0,2.5,2.5,15.0,7.5,2.5,30.0,2.5,5.0,0.0,0.0,2.5,2.5
Neutral,12,99.0,50.0,1.79,25.77,6.0,8.33,75.0,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,25.0,0.0,0.0,8.33,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,8.33,0.0,16.67,8.33,0.0,8.33,0.0,8.33,0.0,8.33,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0
Neutral,19,6.15,85.38,1.0,97.58,9.5,10.53,94.74,63.16,26.32,10.53,0.0,0.0,0.0,10.53,15.79,0.0,15.79,15.79,5.26,5.26,5.26,21.05,21.05,5.26,0.0,0.0,0.0,15.79,10.53,5.26,0.0,15.79,5.26,26.32,5.26,10.53,5.26,5.26,0.0,0.0,0.0,0.0,0.0,10.53,0.0,0.0,10.53,0.0,0.0,15.79,0.0,5.26,0.0,5.26,0.0,0.0,0.0,15.79,10.53,0.0,0.0,0.0,5.26,0.0
Strong Disagreement,17,97.02,50.0,1.0,1.0,5.67,35.29,76.47,41.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,17.65,5.88,11.76,0.0,0.0,17.65,17.65,17.65,0.0,0.0,11.76,5.88,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,5.88,0.0,11.76,0.0,0.0,5.88,0.0,0.0,11.76,0.0,5.88,5.88,0.0,0.0,5.88,0.0,23.53,17.65,0.0,0.0,0.0,0.0,5.88
Strong Agreement,48,94.65,85.13,3.9,1.0,16.0,10.42,93.75,45.83,10.42,4.17,0.0,4.17,0.0,0.0,6.25,6.25,18.75,10.42,0.0,0.0,2.08,25.0,8.33,2.08,4.17,2.08,6.25,10.42,2.08,8.33,6.25,12.5,2.08,12.5,2.08,0.0,4.17,6.25,0.0,0.0,6.25,4.17,4.17,6.25,0.0,2.08,2.08,0.0,0.0,20.83,2.08,12.5,2.08,8.33,0.0,2.08,6.25,33.33,2.08,8.33,2.08,12.5,2.08,0.0
Neutral,6,60.8,95.2,1.0,25.77,6.0,16.67,83.33,50.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,16.67,0.0,16.67,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33,83.33,0.0,0.0,0.0,0.0,0.0
Strong Agreement,5,92.84,99.0,99.0,99.0,5.0,0.0,100.0,40.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,40.0,20.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0
Neutral,23,70.3,19.23,54.89,93.61,11.5,34.78,69.57,39.13,21.74,21.74,17.39,0.0,4.35,0.0,0.0,4.35,8.7,4.35,0.0,0.0,0.0,21.74,0.0,0.0,0.0,4.35,0.0,4.35,4.35,0.0,0.0,8.7,4.35,8.7,4.35,0.0,4.35,0.0,0.0,0.0,8.7,8.7,0.0,13.04,4.35,4.35,0.0,4.35,4.35,13.04,0.0,8.7,0.0,4.35,4.35,4.35,0.0,8.7,8.7,0.0,0.0,0.0,0.0,0.0
Strong Disagreement,19,92.84,29.92,50.35,25.77,19.0,21.05,63.16,31.58,10.53,0.0,0.0,0.0,0.0,0.0,10.53,5.26,10.53,0.0,0.0,0.0,5.26,10.53,0.0,0.0,0.0,5.26,5.26,0.0,0.0,0.0,0.0,10.53,0.0,21.05,0.0,0.0,0.0,5.26,5.26,10.53,0.0,0.0,0.0,10.53,5.26,0.0,5.26,0.0,10.53,0.0,0.0,10.53,10.53,0.0,0.0,0.0,10.53,36.84,5.26,5.26,0.0,0.0,0.0,26.32
Strong Agreement,33,89.38,81.84,16.48,80.64,11.0,21.21,72.73,39.39,9.09,3.03,0.0,3.03,0.0,0.0,6.06,6.06,12.12,6.06,3.03,3.03,0.0,6.06,6.06,6.06,0.0,12.12,0.0,3.03,3.03,0.0,0.0,9.09,0.0,6.06,0.0,0.0,0.0,3.03,0.0,3.03,0.0,0.0,0.0,9.09,3.03,6.06,0.0,3.03,3.03,6.06,0.0,12.12,0.0,6.06,6.06,3.03,3.03,12.12,3.03,0.0,0.0,3.03,0.0,6.06
Neutral,4,92.84,50.0,1.0,25.77,4.0,25.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0
Weak Agreement,1,92.84,50.0,1.0,25.77,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
Weak Agreement,10,51.43,97.69,93.3,25.77,5.0,10.0,80.0,40.0,30.0,10.0,0.0,10.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,10.0,10.0,10.0,0.0,10.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0
Weak Agreement,2,1.8,50.0,1.0,1.0,1.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,300.0,0.0,0.0,0.0
Strong Agreement,10,51.43,97.69,93.3,25.77,5.0,10.0,80.0,40.0,30.0,10.0,0.0,10.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,10.0,10.0,10.0,0.0,10.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0
Strong Agreement,2,1.8,50.0,1.0,1.0,1.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,300.0,0.0,0.0,0.0
Weak Agreement,7,28.22,92.33,89.63,25.77,3.5,28.57,85.71,57.14,14.29,14.29,0.0,0.0,14.29,0.0,0.0,0.0,14.29,14.29,14.29,0.0,0.0,14.29,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,14.29,0.0,0.0,14.29,0.0,42.86,0.0,14.29,28.57,0.0,0.0,100.0,85.71,0.0,14.29,0.0,0.0,0.0
Strong Agreement,36,37.39,28.91,39.76,77.0,36.0,33.33,69.44,44.44,8.33,2.78,0.0,0.0,2.78,0.0,5.56,5.56,5.56,8.33,8.33,8.33,2.78,11.11,5.56,5.56,2.78,5.56,2.78,2.78,2.78,0.0,0.0,8.33,2.78,16.67,2.78,2.78,0.0,2.78,0.0,11.11,2.78,0.0,0.0,5.56,2.78,0.0,2.78,0.0,8.33,5.56,0.0,8.33,0.0,5.56,2.78,2.78,0.0,19.44,0.0,5.56,0.0,2.78,0.0,0.0
Strong Agreement,28,47.35,63.97,74.76,1.0,28.0,14.29,89.29,46.43,14.29,10.71,0.0,3.57,7.14,0.0,3.57,3.57,10.71,10.71,3.57,3.57,3.57,17.86,7.14,0.0,3.57,3.57,0.0,3.57,0.0,3.57,3.57,10.71,7.14,21.43,10.71,7.14,0.0,0.0,0.0,3.57,3.57,0.0,0.0,14.29,0.0,0.0,14.29,0.0,3.57,14.29,0.0,17.86,0.0,10.71,7.14,14.29,3.57,14.29,3.57,10.71,0.0,0.0,0.0,0.0
Strong Agreement,10,24.86,84.14,3.37,1.0,10.0,50.0,80.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weak Agreement,3,99.0,1.0,98.01,25.77,3.0,66.67,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,0.0,33.33,33.33,33.33,0.0,0.0,0.0,0.0,0.0
Strong Agreement,35,5.53,12.66,99.0,1.91,11.67,14.29,88.57,60.0,14.29,8.57,8.57,0.0,0.0,0.0,5.71,5.71,2.86,17.14,14.29,2.86,2.86,22.86,8.57,2.86,2.86,0.0,2.86,8.57,2.86,5.71,2.86,5.71,0.0,22.86,8.57,5.71,0.0,5.71,0.0,5.71,0.0,0.0,0.0,5.71,2.86,0.0,5.71,0.0,2.86,14.29,2.86,14.29,2.86,5.71,5.71,2.86,0.0,14.29,8.57,2.86,0.0,0.0,0.0,2.86
Strong Agreement,47,10.19,80.25,51.84,4.35,15.67,17.02,93.62,63.83,17.02,6.38,2.13,0.0,4.26,0.0,10.64,6.38,8.51,8.51,10.64,10.64,6.38,23.4,0.0,0.0,0.0,2.13,0.0,2.13,0.0,2.13,0.0,21.28,4.26,17.02,2.13,2.13,0.0,2.13,6.38,4.26,12.77,2.13,0.0,4.26,0.0,0.0,4.26,0.0,4.26,17.02,2.13,17.02,2.13,4.26,10.64,2.13,0.0,25.53,6.38,4.26,2.13,0.0,4.26,0.0
Strong Agreement,42,98.33,59.4,6.5,25.77,14.0,30.95,59.52,23.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,9.52,2.38,2.38,2.38,0.0,9.52,7.14,0.0,2.38,0.0,2.38,4.76,2.38,2.38,2.38,2.38,0.0,7.14,0.0,2.38,2.38,4.76,0.0,0.0,4.76,4.76,0.0,9.52,0.0,0.0,4.76,0.0,2.38,7.14,0.0,14.29,4.76,9.52,0.0,2.38,2.38,33.33,7.14,0.0,2.38,0.0,2.38,16.67
Strong Agreement,54,60.8,95.2,33.94,1.0,54.0,18.52,98.15,55.56,16.67,9.26,0.0,3.7,1.85,3.7,7.41,11.11,9.26,11.11,3.7,3.7,1.85,22.22,7.41,3.7,5.56,0.0,0.0,7.41,1.85,5.56,5.56,18.52,1.85,24.07,5.56,7.41,0.0,1.85,7.41,3.7,5.56,1.85,0.0,3.7,0.0,0.0,1.85,1.85,5.56,14.81,1.85,11.11,1.85,5.56,3.7,1.85,1.85,1.85,0.0,0.0,0.0,0.0,0.0,1.85
Strong Agreement,8,11.24,50.0,7.84,25.77,8.0,12.5,50.0,37.5,12.5,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,12.5,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,0.0,12.5,0.0,0.0,50.0,0.0,12.5,12.5,0.0,0.0,25.0
Strong Agreement,14,1.8,23.75,1.06,25.77,4.67,14.29,85.71,64.29,14.29,7.14,0.0,0.0,7.14,0.0,7.14,14.29,0.0,21.43,14.29,7.14,7.14,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,7.14,28.57,7.14,7.14,0.0,7.14,7.14,7.14,0.0,0.0,0.0,7.14,0.0,0.0,7.14,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,7.14,0.0,50.0,28.57,0.0,7.14,0.0,14.29,0.0
Neutral,19,48.42,94.27,50.35,25.77,9.5,10.53,94.74,52.63,5.26,5.26,0.0,0.0,0.0,0.0,0.0,10.53,10.53,15.79,10.53,10.53,0.0,31.58,5.26,0.0,5.26,0.0,0.0,10.53,5.26,5.26,0.0,10.53,0.0,10.53,0.0,0.0,0.0,5.26,5.26,0.0,0.0,0.0,5.26,21.05,5.26,5.26,0.0,0.0,5.26,15.79,0.0,21.05,0.0,10.53,10.53,0.0,0.0,15.79,5.26,0.0,0.0,10.53,0.0,0.0
Weak Disagreement,5,92.84,50.0,1.0,99.0,5.0,100.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
Strong Agreement,2,92.84,50.0,1.0,99.0,2.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strong Agreement,27,74.89,96.78,4.97,1.0,13.5,11.11,92.59,55.56,18.52,14.81,0.0,3.7,11.11,0.0,3.7,7.41,14.81,7.41,3.7,3.7,0.0,22.22,7.41,3.7,0.0,0.0,0.0,3.7,0.0,3.7,0.0,18.52,11.11,11.11,0.0,0.0,0.0,11.11,0.0,3.7,3.7,3.7,0.0,11.11,0.0,3.7,3.7,3.7,3.7,11.11,3.7,18.52,0.0,14.81,3.7,3.7,0.0,3.7,3.7,0.0,0.0,0.0,0.0,0.0
