followers_count,friends_count,listed_count,favorites_count,statuses_count,stance,count,word_count,char_count,avg_word,hastags,mentions,number_digit,uppercase,lowercase,publishing_days,membership_years,cnn,colton,pubd_5,pubd_6,pubd_7,pubd_38,pubd_39,memb_1,memb_2,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anger,social,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,bio,drives,affiliation,achieve,power,reward,focuspast,focuspresent,focusfuture,relativ,motion,space,time.1,work,informal,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
228,149,0,44928,12869,Weak Agreement,3,11,55,4.090909090909091,0,0,0,0,9,13,2,0,0,0,0,0,0,0,0,1,23,34.48,90.38,9.25,25.77,11.5,17.39,73.91,56.52,17.39,8.7,0.0,0.0,0.0,8.7,8.7,4.35,13.04,4.35,8.7,13.04,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.39,0.0,8.7,0.0,4.35,0.0,0.0,0.0,4.35,0.0,0.0,0.0,4.35,0.0,0.0,4.35,0.0,0.0,8.7,0.0,8.7,0.0,4.35,4.35,0.0,0.0,8.7,8.7,0.0,0.0,0.0,0.0,0.0
5508,5740,51,35510,36610,Neutral,3,20,125,5.3,0,0,0,0,18,13,5,0,0,0,0,0,0,0,0,0,11,3.76,50.0,85.21,25.77,5.5,0.0,81.82,63.64,18.18,0.0,0.0,0.0,0.0,0.0,18.18,0.0,9.09,27.27,9.09,0.0,0.0,27.27,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,9.09,0.0,0.0,9.09,0.0,9.09,18.18,0.0,27.27,0.0,9.09,18.18,0.0,0.0,18.18,18.18,0.0,0.0,0.0,0.0,0.0
4717,4755,3,6271,19019,Neutral,3,10,50,4.1,0,0,0,0,9,13,2,0,0,0,0,0,0,0,0,1,20,4.01,93.3,74.76,25.77,10.0,25.0,100.0,60.0,20.0,5.0,0.0,5.0,0.0,0.0,15.0,0.0,10.0,15.0,10.0,10.0,0.0,30.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,15.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,10.0,0.0,0.0,5.0,5.0,15.0,15.0,0.0,20.0,5.0,0.0,15.0,5.0,0.0,15.0,10.0,5.0,0.0,0.0,0.0,0.0
834,347,13,97153,74819,Neutral,3,10,64,5.5,0,0,0,0,9,13,8,0,0,0,0,0,0,0,0,0,10,77.33,50.0,43.37,99.0,10.0,10.0,80.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,10.0,10.0,0.0,10.0,30.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,20.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,306,8,3219,3824,Strong Agreement,3,18,83,3.8823529411764706,0,0,0,0,14,13,5,0,0,0,0,0,0,0,0,0,10,77.33,99.0,43.37,1.0,10.0,20.0,100.0,50.0,30.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,20.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,1035,2,53174,25149,Strong Agreement,3,42,259,5.190476190476191,0,0,0,0,35,12,2,0,0,0,0,0,0,0,0,1,17,85.18,96.11,1.0,25.77,17.0,5.88,82.35,64.71,17.65,5.88,0.0,0.0,5.88,0.0,11.76,17.65,11.76,11.76,0.0,5.88,0.0,17.65,0.0,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,17.65,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,5.88,0.0,0.0,17.65,0.0,11.76,5.88,5.88,0.0,0.0,0.0,5.88,0.0,5.88,0.0,0.0,0.0,0.0
806,1035,2,53174,25149,Strong Agreement,3,42,259,5.190476190476191,0,0,0,0,35,12,2,0,0,0,0,0,0,0,0,1,42,54.14,76.25,89.63,95.81,7.0,26.19,88.1,45.24,14.29,7.14,4.76,2.38,0.0,0.0,7.14,4.76,9.52,9.52,4.76,4.76,0.0,19.05,7.14,2.38,0.0,0.0,0.0,4.76,4.76,0.0,0.0,11.9,0.0,11.9,0.0,2.38,0.0,0.0,7.14,2.38,2.38,0.0,2.38,14.29,4.76,4.76,2.38,2.38,9.52,7.14,0.0,21.43,2.38,16.67,2.38,4.76,11.9,21.43,7.14,7.14,0.0,4.76,2.38,0.0
806,1035,2,53174,25149,Strong Agreement,3,42,243,4.809523809523809,0,0,0,2,35,12,2,0,0,0,0,0,0,0,0,1,17,85.18,96.11,1.0,25.77,17.0,5.88,82.35,64.71,17.65,5.88,0.0,0.0,5.88,0.0,11.76,17.65,11.76,11.76,0.0,5.88,0.0,17.65,0.0,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,17.65,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,5.88,0.0,0.0,17.65,0.0,11.76,5.88,5.88,0.0,0.0,0.0,5.88,0.0,5.88,0.0,0.0,0.0,0.0
806,1035,2,53174,25149,Strong Agreement,3,42,243,4.809523809523809,0,0,0,2,35,12,2,0,0,0,0,0,0,0,0,1,42,54.14,76.25,89.63,95.81,7.0,26.19,88.1,45.24,14.29,7.14,4.76,2.38,0.0,0.0,7.14,4.76,9.52,9.52,4.76,4.76,0.0,19.05,7.14,2.38,0.0,0.0,0.0,4.76,4.76,0.0,0.0,11.9,0.0,11.9,0.0,2.38,0.0,0.0,7.14,2.38,2.38,0.0,2.38,14.29,4.76,4.76,2.38,2.38,9.52,7.14,0.0,21.43,2.38,16.67,2.38,4.76,11.9,21.43,7.14,7.14,0.0,4.76,2.38,0.0
1946,3135,2,15043,12966,Strong Agreement,3,34,218,5.4411764705882355,0,1,0,0,26,27,5,0,0,0,0,0,0,0,0,0,43,92.84,87.75,93.79,69.6,14.33,16.28,83.72,48.84,9.3,6.98,0.0,2.33,0.0,4.65,2.33,11.63,13.95,11.63,2.33,0.0,2.33,16.28,2.33,0.0,0.0,0.0,2.33,2.33,2.33,0.0,0.0,13.95,0.0,11.63,2.33,0.0,0.0,2.33,4.65,2.33,0.0,0.0,0.0,13.95,0.0,0.0,11.63,2.33,0.0,13.95,0.0,25.58,2.33,16.28,6.98,4.65,0.0,27.91,2.33,0.0,0.0,11.63,4.65,4.65
74,260,0,3083,2439,Neutral,4,9,60,5.777777777777778,0,1,0,0,9,17,6,0,0,0,0,0,0,0,0,0,35,99.0,71.61,26.0,25.77,11.67,28.57,65.71,51.43,8.57,5.71,2.86,0.0,0.0,2.86,2.86,11.43,22.86,8.57,2.86,0.0,0.0,14.29,2.86,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,0.0,5.71,0.0,2.86,0.0,2.86,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,5.71,5.71,0.0,14.29,0.0,8.57,5.71,0.0,0.0,20.0,5.71,2.86,2.86,0.0,2.86,2.86
96,282,4,4096,2031,Strong Agreement,3,3,22,6.666666666666667,0,0,0,0,2,15,3,0,0,0,0,0,0,0,0,0,9,92.84,98.62,1.0,25.77,9.0,33.33,77.78,44.44,11.11,11.11,0.0,0.0,0.0,0.0,0.0,11.11,11.11,11.11,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,22.22,11.11,0.0,11.11,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,11.11,0.0,22.22,0.0,0.0,11.11,0.0,0.0,11.11
5,36,0,679,1182,Neutral,3,10,59,5.0,0,0,0,0,8,15,5,0,0,0,0,0,0,0,0,0,3,92.84,50.0,1.0,99.0,3.0,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0
1729,2582,8,1294,8534,Weak Agreement,3,33,192,4.848484848484849,0,0,2,6,12,14,9,0,0,0,0,0,0,0,0,0,10,24.86,50.0,3.37,25.77,5.0,10.0,70.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,10.0,10.0,0.0,0.0,0.0,20.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,50.0,40.0,0.0,0.0,0.0,10.0,0.0
4,33,0,287,1152,Neutral,3,13,69,4.384615384615385,0,0,0,1,9,14,1,0,0,0,0,0,0,0,1,0,32,98.29,37.72,18.52,1.42,10.67,21.88,53.12,31.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,18.75,0.0,6.25,3.12,3.12,0.0,3.12,0.0,3.12,9.38,0.0,3.12,0.0,3.12,3.12,3.12,0.0,6.25,0.0,3.12,0.0,0.0,0.0,3.12,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,12.5,0.0,3.12,9.38,3.12,0.0,21.88,3.12,9.38,3.12,0.0,0.0,3.12
491,934,21,1252,21969,Strong Disagreement,3,45,282,5.108695652173913,0,0,0,2,42,14,8,0,0,0,0,0,0,0,0,0,13,82.0,77.92,1.0,25.77,6.5,15.38,69.23,53.85,15.38,7.69,0.0,0.0,0.0,7.69,7.69,15.38,7.69,0.0,7.69,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,15.38,0.0,0.0,0.0,0.0,0.0
37,119,1,1184,351,Neutral,3,8,37,3.75,0,0,0,0,5,14,2,0,0,0,0,0,0,0,0,1,47,94.68,41.59,8.51,1.0,15.67,21.28,76.6,48.94,10.64,4.26,0.0,2.13,0.0,2.13,6.38,10.64,17.02,6.38,0.0,4.26,4.26,14.89,6.38,4.26,0.0,0.0,0.0,6.38,0.0,6.38,0.0,6.38,0.0,8.51,0.0,2.13,0.0,0.0,0.0,6.38,2.13,0.0,2.13,6.38,2.13,0.0,4.26,0.0,0.0,8.51,4.26,6.38,2.13,4.26,0.0,2.13,0.0,17.02,2.13,6.38,2.13,0.0,4.26,2.13
214,482,1,8739,15967,Neutral,5,20,103,4.2,0,0,0,1,19,14,9,0,0,0,0,0,0,0,0,0,8,37.39,89.42,1.0,25.77,8.0,0.0,75.0,50.0,12.5,12.5,0.0,0.0,0.0,12.5,0.0,0.0,12.5,12.5,12.5,0.0,0.0,25.0,0.0,12.5,12.5,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,25.0,0.0,12.5,0.0,0.0,12.5,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0
148,98,0,7504,7026,Neutral,4,37,182,3.945945945945946,0,0,0,1,34,14,2,0,0,0,0,0,0,0,0,1,21,86.96,68.29,37.24,99.0,21.0,14.29,90.48,52.38,14.29,9.52,4.76,0.0,0.0,4.76,4.76,9.52,14.29,9.52,0.0,4.76,0.0,19.05,9.52,4.76,0.0,0.0,0.0,9.52,9.52,0.0,0.0,14.29,0.0,9.52,0.0,4.76,4.76,4.76,0.0,4.76,0.0,0.0,4.76,9.52,9.52,0.0,0.0,0.0,9.52,4.76,0.0,14.29,0.0,9.52,4.76,0.0,0.0,4.76,4.76,0.0,0.0,0.0,0.0,0.0
855,944,1,7371,10702,Neutral,4,44,278,4.8478260869565215,0,0,0,2,36,14,1,0,0,0,0,0,0,0,1,0,37,1.0,70.57,71.04,75.85,9.25,5.41,91.89,70.27,35.14,29.73,13.51,16.22,0.0,0.0,5.41,0.0,5.41,16.22,8.11,8.11,5.41,27.03,0.0,0.0,5.41,0.0,0.0,2.7,2.7,0.0,0.0,18.92,0.0,13.51,0.0,0.0,2.7,10.81,0.0,8.11,0.0,0.0,5.41,10.81,0.0,2.7,2.7,5.41,0.0,18.92,5.41,5.41,0.0,2.7,2.7,0.0,2.7,32.43,5.41,0.0,0.0,18.92,8.11,0.0
732,1203,15,8439,16001,Neutral,3,6,34,4.833333333333333,0,0,0,0,5,14,5,0,0,0,0,0,0,0,0,0,48,43.14,99.0,1.79,65.25,16.0,25.0,72.92,52.08,25.0,14.58,0.0,0.0,0.0,4.17,10.42,6.25,8.33,2.08,6.25,4.17,0.0,10.42,0.0,0.0,2.08,0.0,0.0,2.08,2.08,0.0,0.0,20.83,0.0,12.5,0.0,4.17,0.0,6.25,0.0,2.08,2.08,0.0,0.0,16.67,10.42,4.17,2.08,0.0,6.25,4.17,0.0,6.25,2.08,0.0,4.17,2.08,0.0,16.67,12.5,4.17,0.0,0.0,0.0,0.0
134,100,6,2314,3999,Neutral,3,8,45,4.75,0,0,0,0,7,14,6,0,0,0,0,0,0,0,0,0,6,99.0,50.0,1.0,99.0,6.0,16.67,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0
506,533,23,17349,20229,Strong Agreement,3,6,33,4.666666666666667,0,0,0,0,5,14,4,0,0,0,0,0,0,0,0,0,8,92.84,99.0,99.0,25.77,8.0,0.0,100.0,50.0,12.5,12.5,0.0,0.0,0.0,12.5,0.0,0.0,25.0,12.5,0.0,0.0,0.0,37.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.5,37.5,12.5,0.0,12.5,0.0,0.0,25.0,12.5,0.0,0.0,0.0,12.5,0.0
679,485,0,4480,2497,Neutral,3,15,74,4.0,0,0,0,0,13,14,1,0,0,0,0,0,0,0,1,0,7,5.53,7.67,1.0,1.0,7.0,14.29,85.71,71.43,28.57,0.0,0.0,0.0,0.0,0.0,28.57,0.0,14.29,14.29,0.0,14.29,0.0,14.29,0.0,14.29,0.0,0.0,0.0,14.29,0.0,14.29,0.0,0.0,0.0,14.29,0.0,0.0,14.29,14.29,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14,57.14,0.0,0.0,0.0,0.0,0.0
67,101,0,2231,1123,Neutral,3,9,59,5.666666666666667,0,0,0,0,7,14,7,0,0,0,0,0,0,0,0,0,15,92.84,50.0,10.08,99.0,7.5,13.33,93.33,60.0,6.67,6.67,0.0,0.0,0.0,6.67,0.0,20.0,13.33,6.67,6.67,6.67,6.67,13.33,6.67,0.0,6.67,0.0,6.67,6.67,6.67,0.0,0.0,13.33,0.0,26.67,6.67,6.67,0.0,0.0,6.67,6.67,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,0.0,6.67,0.0,13.33,13.33,0.0,0.0,0.0,0.0,0.0
89,98,0,6166,6593,Neutral,3,17,91,4.411764705882353,0,0,0,0,14,14,1,0,0,0,0,0,0,0,1,0,10,1.0,99.0,1.0,99.0,5.0,10.0,100.0,80.0,30.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,30.0,10.0,10.0,0.0,40.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,30.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0
134,510,0,4552,3407,Weak Agreement,4,2,18,8.5,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,17,58.07,72.17,66.34,25.77,5.67,17.65,88.24,47.06,5.88,0.0,0.0,0.0,0.0,0.0,5.88,5.88,11.76,5.88,17.65,5.88,0.0,11.76,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,11.76,0.0,11.76,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,11.76,5.88,0.0,5.88,0.0,5.88,17.65,0.0,23.53,0.0,5.88,17.65,0.0,5.88,17.65,17.65,0.0,0.0,0.0,0.0,0.0
6839,7122,11,157,16571,Neutral,3,33,173,4.2727272727272725,0,0,0,0,29,14,3,0,0,0,0,0,0,0,0,0,2,92.84,50.0,1.0,99.0,2.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0
75,102,0,8565,6335,Neutral,4,26,138,4.6521739130434785,3,0,0,2,16,14,5,0,0,0,0,0,0,0,0,0,33,31.44,38.08,70.57,1.59,11.0,12.12,78.79,60.61,15.15,6.06,0.0,0.0,0.0,6.06,9.09,6.06,12.12,15.15,6.06,6.06,3.03,27.27,0.0,0.0,0.0,0.0,0.0,3.03,0.0,3.03,0.0,6.06,0.0,15.15,0.0,0.0,0.0,12.12,0.0,6.06,0.0,0.0,0.0,6.06,0.0,3.03,0.0,0.0,0.0,21.21,3.03,18.18,6.06,6.06,6.06,0.0,0.0,12.12,6.06,0.0,3.03,0.0,3.03,0.0
963,1292,8,33190,23641,Strong Agreement,3,39,232,4.82051282051282,0,0,0,2,31,14,9,0,0,0,0,0,0,0,0,0,23,80.03,95.89,9.25,99.0,5.75,13.04,78.26,43.48,17.39,13.04,4.35,8.7,0.0,0.0,4.35,8.7,8.7,4.35,0.0,4.35,0.0,17.39,4.35,0.0,0.0,0.0,0.0,17.39,13.04,4.35,0.0,13.04,0.0,4.35,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,4.35,8.7,4.35,4.35,0.0,0.0,0.0,8.7,0.0,8.7,0.0,8.7,0.0,0.0,4.35,30.43,4.35,4.35,4.35,4.35,0.0,13.04
1837,3261,4,2398,764,Neutral,3,12,67,4.666666666666667,0,0,0,0,10,14,9,0,0,0,0,0,0,0,0,0,40,58.47,50.0,74.76,2.89,40.0,17.5,87.5,50.0,10.0,5.0,2.5,0.0,0.0,0.0,5.0,7.5,12.5,10.0,10.0,2.5,5.0,17.5,2.5,2.5,0.0,0.0,5.0,2.5,0.0,2.5,0.0,7.5,0.0,10.0,0.0,0.0,0.0,2.5,5.0,2.5,0.0,0.0,0.0,17.5,7.5,2.5,5.0,2.5,12.5,5.0,0.0,20.0,2.5,2.5,15.0,7.5,2.5,30.0,2.5,5.0,0.0,0.0,2.5,2.5
4235,4224,22,77609,53650,Neutral,3,21,103,4.368421052631579,0,0,0,0,17,14,4,0,0,0,0,0,0,0,0,0,12,99.0,50.0,1.79,25.77,6.0,8.33,75.0,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,25.0,0.0,0.0,8.33,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,8.33,0.0,16.67,8.33,0.0,8.33,0.0,8.33,0.0,8.33,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0
1396,1799,19,37319,31511,Neutral,4,17,107,4.888888888888889,0,0,0,0,12,14,9,0,0,0,0,0,0,0,0,0,19,6.15,85.38,1.0,97.58,9.5,10.53,94.74,63.16,26.32,10.53,0.0,0.0,0.0,10.53,15.79,0.0,15.79,15.79,5.26,5.26,5.26,21.05,21.05,5.26,0.0,0.0,0.0,15.79,10.53,5.26,0.0,15.79,5.26,26.32,5.26,10.53,5.26,5.26,0.0,0.0,0.0,0.0,0.0,10.53,0.0,0.0,10.53,0.0,0.0,15.79,0.0,5.26,0.0,5.26,0.0,0.0,0.0,15.79,10.53,0.0,0.0,0.0,5.26,0.0
199,278,0,7533,5312,Strong Disagreement,3,47,256,4.468085106382978,0,0,0,0,44,14,6,0,0,0,0,0,0,0,0,0,17,97.02,50.0,1.0,1.0,5.67,35.29,76.47,41.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,17.65,5.88,11.76,0.0,0.0,17.65,17.65,17.65,0.0,0.0,11.76,5.88,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,5.88,0.0,11.76,0.0,0.0,5.88,0.0,0.0,11.76,0.0,5.88,5.88,0.0,0.0,5.88,0.0,23.53,17.65,0.0,0.0,0.0,0.0,5.88
80542,80139,533,5687,172830,Strong Agreement,4,6,33,4.666666666666667,0,0,0,0,5,7,6,0,0,0,0,1,0,0,0,0,48,94.65,85.13,3.9,1.0,16.0,10.42,93.75,45.83,10.42,4.17,0.0,4.17,0.0,0.0,6.25,6.25,18.75,10.42,0.0,0.0,2.08,25.0,8.33,2.08,4.17,2.08,6.25,10.42,2.08,8.33,6.25,12.5,2.08,12.5,2.08,0.0,4.17,6.25,0.0,0.0,6.25,4.17,4.17,6.25,0.0,2.08,2.08,0.0,0.0,20.83,2.08,12.5,2.08,8.33,0.0,2.08,6.25,33.33,2.08,8.33,2.08,12.5,2.08,0.0
346,4510,7,3398,1504,Neutral,3,5,29,5.0,0,0,0,0,4,6,6,0,0,0,1,0,0,0,0,0,6,60.8,95.2,1.0,25.77,6.0,16.67,83.33,50.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,16.67,0.0,16.67,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33,83.33,0.0,0.0,0.0,0.0,0.0
7975,8096,3,4828,221962,Strong Agreement,4,22,131,5.0,0,0,1,3,17,17,2,0,0,0,0,0,0,0,0,1,5,92.84,99.0,99.0,99.0,5.0,0.0,100.0,40.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,40.0,20.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0
4566,3918,19,37344,20745,Neutral,4,12,124,8.461538461538462,0,0,0,0,11,7,2,0,0,0,0,1,0,0,0,1,23,70.3,19.23,54.89,93.61,11.5,34.78,69.57,39.13,21.74,21.74,17.39,0.0,4.35,0.0,0.0,4.35,8.7,4.35,0.0,0.0,0.0,21.74,0.0,0.0,0.0,4.35,0.0,4.35,4.35,0.0,0.0,8.7,4.35,8.7,4.35,0.0,4.35,0.0,0.0,0.0,8.7,8.7,0.0,13.04,4.35,4.35,0.0,4.35,4.35,13.04,0.0,8.7,0.0,4.35,4.35,4.35,0.0,8.7,8.7,0.0,0.0,0.0,0.0,0.0
95,229,3,1226,7325,Strong Disagreement,4,33,181,4.65625,0,0,0,1,25,6,3,0,0,0,1,0,0,0,0,0,19,92.84,29.92,50.35,25.77,19.0,21.05,63.16,31.58,10.53,0.0,0.0,0.0,0.0,0.0,10.53,5.26,10.53,0.0,0.0,0.0,5.26,10.53,0.0,0.0,0.0,5.26,5.26,0.0,0.0,0.0,0.0,10.53,0.0,21.05,0.0,0.0,0.0,5.26,5.26,10.53,0.0,0.0,0.0,10.53,5.26,0.0,5.26,0.0,10.53,0.0,0.0,10.53,10.53,0.0,0.0,0.0,10.53,36.84,5.26,5.26,0.0,0.0,0.0,26.32
6022,5465,145,74967,37741,Strong Agreement,5,4,21,4.5,1,0,0,0,3,7,3,0,0,0,0,1,0,0,0,0,33,89.38,81.84,16.48,80.64,11.0,21.21,72.73,39.39,9.09,3.03,0.0,3.03,0.0,0.0,6.06,6.06,12.12,6.06,3.03,3.03,0.0,6.06,6.06,6.06,0.0,12.12,0.0,3.03,3.03,0.0,0.0,9.09,0.0,6.06,0.0,0.0,0.0,3.03,0.0,3.03,0.0,0.0,0.0,9.09,3.03,6.06,0.0,3.03,3.03,6.06,0.0,12.12,0.0,6.06,6.06,3.03,3.03,12.12,3.03,0.0,0.0,3.03,0.0,6.06
3850,5001,30,114060,83535,Neutral,5,1,12,12.0,0,1,0,0,0,12,2,0,0,0,0,0,0,0,0,1,4,92.84,50.0,1.0,25.77,4.0,25.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0
3564,3965,5,14208,4032,Weak Agreement,4,9,56,4.5,0,0,0,0,5,7,9,0,0,0,0,1,0,0,0,0,1,92.84,50.0,1.0,25.77,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
